"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"16789",9324,"cbc",11873,"https://twitter.com/MikeCzaikowski/statuses/910182156995059712",2017-09-19 13:41:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail that\'s trudeau\'s job. the globalists are instructing him in how bring canad  https://t.co/vcbgfxjf","Twitter Web Client",963,460,161,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16790",9324,"cbc",86310,"https://twitter.com/MikeCzaikowski/statuses/909855189125009409",2017-09-18 16:02:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost @globalnational traitor trudeau doesn\'t care about canadi  https://t.co/ppliahstj","Twitter Web Client",949,425,140,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16791",9324,"cbc",103221,"https://twitter.com/MikeCzaikowski/statuses/910199470570209280",2017-09-19 14:50:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail  he told them to stop their corruption! this is a globalist organization that free  https://t.co/kzycicxi","Twitter Web Client",975,470,164,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16792",9324,"cbc",66593,"https://twitter.com/MikeCzaikowski/statuses/910172883657412609",2017-09-19 13:05:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail canada is in debt to eyeballs. yet, we bring in millions and put them on be  https://t.co/icxtg","Twitter Web Client",955,446,159,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16793",9324,"cbc",66610,"https://twitter.com/MikeCzaikowski/statuses/910172244525113347",2017-09-19 13:02:00,"mikeczaikowski","@cbc @ctvnews that\'s because his bosses, the globalists, told him to. there are no original thoughts coming out of  https://t.co/zyhgwoz","Twitter Web Client",955,446,159,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16794",9324,"cbc",9627,"https://twitter.com/MikeCzaikowski/statuses/910173624623095809",2017-09-19 13:07:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail trudeau can\'t answer that question until he speaks to the globalist to find  https://t.co/dewjkdwp","Twitter Web Client",958,450,160,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16795",9324,"cbc",45424,"https://twitter.com/MikeCzaikowski/statuses/909855189125009409",2017-09-18 16:02:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost @globalnational traitor trudeau doesn\'t care about canadi  https://t.co/ppliahstj","Twitter Web Client",950,425,140,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16796",9324,"cbc",66724,"https://twitter.com/MikeCzaikowski/statuses/910175773155381248",2017-09-19 13:16:00,"mikeczaikowski","@cbc @ctvnews @globalnews never wastes a photo opt https://t.co/skjzik","Twitter Web Client",958,450,160,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16797",9324,"cbc",102574,"https://twitter.com/MikeCzaikowski/statuses/910172883657412609",2017-09-19 13:05:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail canada is in debt to eyeballs. yet, we bring in millions and put them on be  https://t.co/icxtg","Twitter Web Client",955,446,159,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16798",9324,"cbc",86488,"https://twitter.com/MikeCzaikowski/statuses/909863256818356224",2017-09-18 16:34:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost that\'s because traitor trudeau is bought and paid for by  https://t.co/ksosyagup","Twitter Web Client",951,427,141,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16799",9324,"cbc",46289,"https://twitter.com/MikeCzaikowski/statuses/909863256818356224",2017-09-18 16:34:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost that\'s because traitor trudeau is bought and paid for by  https://t.co/ksosyagup","Twitter Web Client",951,427,142,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16816",9338,"cbc",61784,"https://twitter.com/mikejwrites/statuses/909854994001727488",2017-09-18 16:01:00,"mikejwrites","rt @cbcbooks:  mistakes to avoid when submitting to the @cbc short story prize. https://t.co/brpftwtya","Twitter Web Client",663,251,90,"Mon Jul 17 02:45:36 +0000 2017","sff writer & fan. uot english lit lecturer. runner. film lover. rpg & board games player. man utd fan. stories in tesseracts twenty (edge) & on spec issue .","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16820",9341,"cbc",18613,"https://twitter.com/mikekleinca1/statuses/910223366413414400",2017-09-19 16:25:00,"mikekleinca1","rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ","Twitter for iPhone",10679,1111,1395,"Sat Aug 16 04:00:18 +0000 2014","manage process with care to realize purpose.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16865",9352,"ericgreniercbc",55002,"https://twitter.com/Mikercorcoran/statuses/909934274572197888",2017-09-18 21:16:00,"mikercorcoran","@ericgreniercbc https://t.co/opxlhtimm % approval for trudeau here. or not enough info to include?","Twitter for iPhone",3052,28,21,"Mon May 19 23:11:29 +0000 2014",NA,NA,"en","person","CBC","Canada","Canada","Canada","CBC",1,0,1
"16866",9353,"cbc",38088,"https://twitter.com/MikeRoe_/statuses/910329119522660363",2017-09-19 23:25:00,"mikeroe_","rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","Twitter Lite",8144,103,222,"Thu Sep 10 23:58:51 +0000 2009","father of six great kids.  lover and husband of one lovely lady.  act justly, love mercy and walk humbly.  micah :","gatineau, quebec, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16867",9353,"cbc",58951,"https://twitter.com/MikeRoe_/statuses/909971417931898886",2017-09-18 23:44:00,"mikeroe_","@bickle_aaron @denisebourg @cbcnews $b taxpayer money is too much, under harper or trudeau.  they do not need a c  https://t.co/btqtuaq","Twitter Web Client",8137,103,221,"Thu Sep 10 23:58:51 +0000 2009","father of six great kids.  lover and husband of one lovely lady.  act justly, love mercy and walk humbly.  micah :","gatineau, quebec, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16894",9363,"cbc",22650,"https://twitter.com/mikewm1979/statuses/910239352692887552",2017-09-19 17:29:00,"mikewm1979","rt @cbcalerts: n.l. police have confirmed that the death of  people in marystown over the weekend was murder-suicide: https://t.co/qirvipm ","Twitter for iPhone",6042,18,38,"Sun Nov 23 19:55:50 +0000 2014",NA,"brampton, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16895",9364,"cbc",28251,"https://twitter.com/mikeyangus/statuses/910275070123266048",2017-09-19 19:51:00,"mikeyangus","rt @cbcbusiness: trudeau urges canadian aerospace companies to pressure boeing https://t.co/mndqponzq https://t.co/fqigwow","Twitter for iPhone",121197,2169,930,"Thu Dec 16 22:42:28 +0000 2010","i\'m big fan of the wisconsin badgers and green bay packers, columbus blue jackets. just a big sports fan.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16896",9364,"cbc",15182,"https://twitter.com/mikeyangus/statuses/910202779028922368",2017-09-19 15:03:00,"mikeyangus","rt @cbcpolitics: conservative leader on business tax hike live https://t.co/oajgxrfhu #hw #cdnpoli https://t.co/ilyqrlwg","Twitter for iPhone",121160,2169,930,"Thu Dec 16 22:42:28 +0000 2010","i\'m big fan of the wisconsin badgers and green bay packers, columbus blue jackets. just a big sports fan.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16897",9364,"cbc",15223,"https://twitter.com/mikeyangus/statuses/910202622925295616",2017-09-19 15:03:00,"mikeyangus","rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw","Twitter for iPhone",121160,2169,930,"Thu Dec 16 22:42:28 +0000 2010","i\'m big fan of the wisconsin badgers and green bay packers, columbus blue jackets. just a big sports fan.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16900",9366,"cbc",61903,"https://twitter.com/MikiSchmiki/statuses/909858078627053568",2017-09-18 16:14:00,"mikischmiki","@cbc adventuring in #pei! https://t.co/xmnofjtkq","Twitter for iPhone",12350,815,291,"Thu Jul 19 04:44:13 +0000 2012","karaoke junkie. joel plaskett admirer. edmonton oilers fanatic. \'weird al\' yankovic aficionado. trews groupie.","edmonton, alberta","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16901",9366,"cbc",62505,"https://twitter.com/MikiSchmiki/statuses/909880575569178624",2017-09-18 17:43:00,"mikischmiki","@cbc we had the best time    everybody should visit canada\'s east coast at least once in their lives!","Twitter for iPhone",12352,815,291,"Thu Jul 19 04:44:13 +0000 2012","karaoke junkie. joel plaskett admirer. edmonton oilers fanatic. \'weird al\' yankovic aficionado. trews groupie.","edmonton, alberta","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16949",9384,"cbc",32802,"https://twitter.com/millerd99/statuses/910296698685095937",2017-09-19 21:17:00,"millerd99","rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ","Twitter for iPad",889,2084,279,"Wed Jan 13 02:30:23 +0000 2010",NA,"üt: .,-.","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16955",9389,"cbc",61682,"https://twitter.com/MillwoodsGal/statuses/909851234068131840",2017-09-18 15:46:00,"millwoodsgal","@michaelcrowel @cbc margaret atwood is a phenomenal author and she\'s all ours! viva la canada!","Twitter for iPad",1751,77,33,"Wed Jul 15 23:01:22 +0000 2009",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16956",9389,"cbc",61675,"https://twitter.com/MillwoodsGal/statuses/909851424250511360",2017-09-18 15:47:00,"millwoodsgal","@fitzdrum @cbc @twitter if you don\'t ever want to see something you block it, not mute.","Twitter for iPad",1751,77,33,"Wed Jul 15 23:01:22 +0000 2009",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16967",9400,"cbc",82893,"https://twitter.com/mindfulnesshub/statuses/910106271059206144",2017-09-19 08:40:00,"mindfulnesshub","this is how we do #peaceday in #ottawa @cbcnews @cbcottawa @ctvottawa @ottawacitizen @ottawasuncom @metroottawa  https://t.co/wegubxu","Twitter Web Client",353,624,220,"Mon Dec 01 03:42:34 +0000 2014","founder, innerspace  modern mindfulness for real life. former economist/policy wonk. proud mom, @innerspacemind #together","ottawa, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16996",9422,"cbc",36845,"https://twitter.com/MironIrving/statuses/910319696301391874",2017-09-19 22:48:00,"mironirving","rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","Twitter for iPhone",545,263,46,"Wed Jan 15 12:35:13 +0000 2014",NA,"waterloo, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"17008",9430,"icbc",100201,"https://twitter.com/miss_maiefly/statuses/909958243383836672",2017-09-18 22:52:00,"miss_maiefly","@storiehannah icbc said they\'re pretty much going to write her off but we\'ll see tomorrow for sure   ","Twitter for iPhone",18421,151,202,"Fri May 27 01:22:22 +0000 2011","enfj | always inspired | appreciator of the smaller things | love for food & nature | adventure | classic rock enthusiast","skyrim","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"17009",9431,"cbc",29781,"https://twitter.com/Miss_MellyM/statuses/910282452278632448",2017-09-19 20:20:00,"miss_mellym","@cbcnews                                                                                                 proud supporter of trudeau and his tax changes!! private corps are not using their tax savings to  https://t.co/oocujynzb","Twitter for iPhone",905,816,250,"Tue Sep 02 07:14:23 +0000 2014","my life does not fit in this box!       canada",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"17013",9434,"cbc",69501,"https://twitter.com/MissAKoda/statuses/910293791667613696",2017-09-19 21:05:00,"missakoda","so happy that @cbc now has the tv app for apple tv!!","Twitter for iPhone",3887,416,116,"Fri Oct 07 03:19:50 +0000 2011","an eastern ontarian living in toronto and having interesting adventures! c\'est ma vie mon chum! i\'m a wee bit nomadic!","toronto, ontario, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"17018",9438,"heartlandoncbc",66558,"https://twitter.com/MissCheddie1/statuses/910167956310691840",2017-09-19 12:45:00,"misscheddie1","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for Android",25980,1067,819,"Tue Feb 11 08:08:08 +0000 2014","mum of , i adore @freddiemsmith  #days @chandlermassey @christophersean i love usa #lgbt sup @heartlandoncbc @graham   love true ppl loyal  #speakmymind","le havre, france","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"17088",9478,"cbc",46794,"https://twitter.com/MiyoungLeeCBC/statuses/909866922807787522",2017-09-18 16:49:00,"miyoungleecbc","canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/jatpjh #cbc","IFTTT",94415,879,3521,"Wed Jan 06 21:59:07 +0000 2010","working for canada\'s broadcaster. news host and producer of cbc news vancouver at pm.","vancouver","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"17089",9478,"cbc",44762,"https://twitter.com/MiyoungLeeCBC/statuses/909852307495505920",2017-09-18 15:51:00,"miyoungleecbc","rcmp investigation targets fentanyl shipments from china https://t.co/legkcxfaqi #cbc","IFTTT",94411,879,3521,"Wed Jan 06 21:59:07 +0000 2010","working for canada\'s broadcaster. news host and producer of cbc news vancouver at pm.","vancouver","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
